N,P,K,temperature,humidity,ph,rainfall,soil_type,category,growth_duration_days,water_requirement,sunlight_hours,label
63,35,31,34.58,43.5,7.83,46.45,Sandy,Cereal,85,Low,8.8,Pearl Millet
72,25,29,32.75,33.6,7.42,24.0,Loamy,Cereal,87,Low,9.5,Pearl Millet
55,30,30,29.23,35.65,8.09,64.63,Red,Cereal,85,Low,9.6,Pearl Millet
70,26,23,35.31,52.11,7.54,36.2,Sandy,Cereal,93,Low,8.7,Pearl Millet
57,31,29,33.99,44.49,7.48,45.44,Sandy,Cereal,87,Low,7.5,Pearl Millet
57,31,21,32.35,40.77,8.25,60.73,Red,Cereal,83,Low,8.9,Pearl Millet
59,27,25,28.35,35.22,7.57,51.3,Red,Cereal,81,Low,9.5,Pearl Millet
54,31,27,30.88,44.73,6.89,43.04,Sandy,Cereal,84,Low,8.6,Pearl Millet
58,22,23,30.0,40.46,7.06,44.38,Sandy,Cereal,87,Low,9.5,Pearl Millet
54,23,21,29.29,39.89,6.74,32.04,Sandy,Cereal,83,Low,9.1,Pearl Millet
64,27,23,27.76,41.81,6.69,50.73,Sandy,Cereal,77,Low,8.8,Pearl Millet
62,30,33,32.22,35.98,7.14,27.24,Loamy,Cereal,84,Low,8.5,Pearl Millet
67,27,24,28.78,52.43,7.01,63.33,Loamy,Cereal,88,Low,9.3,Pearl Millet
62,31,19,30.02,47.07,7.17,30.95,Loamy,Cereal,84,Low,10.0,Pearl Millet
69,29,27,29.72,31.78,6.65,60.63,Sandy,Cereal,83,Low,8.9,Pearl Millet
57,39,29,38.77,41.05,7.38,29.83,Loamy,Cereal,91,Low,8.3,Pearl Millet
61,24,23,28.07,38.35,6.88,39.52,Sandy,Cereal,88,Low,8.3,Pearl Millet
61,36,23,28.49,40.62,7.91,46.94,Sandy,Cereal,82,Low,9.3,Pearl Millet
51,33,26,29.92,36.97,6.67,50.35,Loamy,Cereal,90,Low,8.6,Pearl Millet
63,19,23,30.89,36.54,6.64,38.32,Sandy,Cereal,86,Low,8.9,Pearl Millet
42,19,23,32.6,25.51,6.9,39.74,Loamy,Cereal,90,Low,8.8,Pearl Millet
63,30,18,33.69,43.29,7.5,84.26,Loamy,Cereal,76,Low,10.0,Pearl Millet
57,31,24,29.52,38.58,7.4,29.83,Loamy,Cereal,88,Low,8.8,Pearl Millet
50,27,28,29.13,44.15,6.76,52.58,Loamy,Cereal,87,Low,10.1,Pearl Millet
58,33,25,35.54,37.69,7.65,43.05,Loamy,Cereal,84,Low,9.1,Pearl Millet
62,29,25,36.52,47.91,7.72,40.44,Red,Cereal,81,Low,9.6,Pearl Millet
67,37,23,30.2,32.16,6.96,54.97,Red,Cereal,83,Low,9.4,Pearl Millet
58,31,21,31.3,24.05,7.09,28.7,Red,Cereal,90,Low,9.5,Pearl Millet
63,37,22,37.12,47.59,7.06,56.36,Red,Cereal,80,Low,8.5,Pearl Millet
55,27,21,35.28,40.45,7.41,39.3,Red,Cereal,77,Low,9.2,Pearl Millet
44,29,20,37.96,47.47,7.26,57.64,Loamy,Cereal,81,Low,9.3,Pearl Millet
61,31,28,33.56,43.73,6.21,35.4,Sandy,Cereal,84,Low,9.1,Pearl Millet
50,42,29,33.11,42.43,7.07,35.48,Sandy,Cereal,85,Low,9.2,Pearl Millet
50,31,24,24.32,36.84,6.95,63.88,Loamy,Cereal,87,Low,8.2,Pearl Millet
63,22,28,29.35,41.44,8.0,32.13,Sandy,Cereal,79,Low,8.6,Pearl Millet
68,22,16,29.42,45.31,7.92,40.37,Sandy,Cereal,83,Low,9.7,Pearl Millet
45,28,25,32.57,38.94,7.22,20.12,Red,Cereal,82,Low,9.3,Pearl Millet
52,30,26,29.8,43.02,6.62,42.93,Red,Cereal,87,Low,9.1,Pearl Millet
55,31,27,23.83,48.95,7.0,49.25,Red,Cereal,90,Low,8.2,Pearl Millet
54,28,22,37.07,36.86,6.87,47.04,Sandy,Cereal,79,Low,8.8,Pearl Millet
62,28,24,29.15,32.91,7.39,62.55,Red,Cereal,85,Low,9.1,Pearl Millet
65,23,30,31.71,51.79,6.76,63.18,Loamy,Cereal,88,Low,9.3,Pearl Millet
61,28,28,31.49,30.2,6.53,43.14,Sandy,Cereal,86,Low,9.0,Pearl Millet
69,20,25,24.64,46.56,7.14,49.2,Sandy,Cereal,81,Low,9.8,Pearl Millet
68,32,24,33.03,37.76,7.71,61.49,Red,Cereal,89,Low,8.6,Pearl Millet
62,23,26,32.58,30.78,6.5,42.17,Loamy,Cereal,83,Low,8.3,Pearl Millet
63,31,24,28.35,48.29,8.19,40.16,Red,Cereal,82,Low,9.3,Pearl Millet
57,29,27,24.32,49.91,7.24,40.89,Red,Cereal,84,Low,9.0,Pearl Millet
46,37,25,32.55,47.71,6.59,49.73,Sandy,Cereal,83,Low,9.5,Pearl Millet
42,29,23,32.51,44.82,6.78,37.88,Sandy,Cereal,84,Low,8.5,Pearl Millet
77,33,18,26.88,41.77,6.08,45.15,Clayey,Cereal,115,Low,9.3,Sorghum
72,31,31,26.62,43.83,6.32,38.98,Black,Cereal,112,Low,8.6,Sorghum
69,32,26,29.82,40.1,7.29,47.97,Black,Cereal,110,Low,7.6,Sorghum
65,39,32,30.94,51.13,6.35,56.03,Black,Cereal,110,Low,9.3,Sorghum
59,39,33,33.49,45.54,7.26,87.38,Clayey,Cereal,111,Low,7.6,Sorghum
53,38,22,26.88,50.62,6.99,65.11,Black,Cereal,116,Low,9.3,Sorghum
61,31,26,30.49,53.4,7.13,74.2,Clayey,Cereal,108,Low,9.5,Sorghum
83,38,37,23.03,44.85,6.53,68.66,Black,Cereal,108,Low,9.0,Sorghum
82,38,31,25.04,42.92,7.52,69.35,Loamy,Cereal,114,Low,8.2,Sorghum
51,29,37,24.16,49.14,7.4,44.94,Black,Cereal,116,Low,9.1,Sorghum
70,49,23,31.18,46.96,7.29,65.3,Clayey,Cereal,110,Low,8.6,Sorghum
53,38,31,29.92,54.35,7.08,61.78,Black,Cereal,109,Low,8.1,Sorghum
80,42,29,28.14,42.57,7.49,67.99,Clayey,Cereal,126,Low,8.0,Sorghum
66,36,32,27.35,42.76,7.34,68.65,Clayey,Cereal,109,Low,9.3,Sorghum
80,35,30,29.66,42.83,6.92,34.17,Black,Cereal,120,Low,7.6,Sorghum
83,33,29,26.12,46.27,7.61,30.15,Clayey,Cereal,122,Low,8.7,Sorghum
59,29,36,25.16,41.08,7.47,64.06,Black,Cereal,109,Low,8.6,Sorghum
60,40,34,29.6,50.17,7.78,60.0,Loamy,Cereal,108,Low,8.8,Sorghum
88,29,28,29.25,47.68,6.41,73.46,Clayey,Cereal,128,Low,8.6,Sorghum
61,27,31,31.31,50.85,6.9,52.93,Clayey,Cereal,108,Low,9.0,Sorghum
78,27,36,29.72,56.4,6.23,43.61,Clayey,Cereal,114,Low,8.8,Sorghum
86,38,29,24.92,55.38,6.42,79.54,Clayey,Cereal,113,Low,9.5,Sorghum
76,34,27,26.98,50.57,6.94,52.87,Loamy,Cereal,114,Low,8.5,Sorghum
50,37,26,24.54,37.88,6.0,43.73,Loamy,Cereal,110,Low,9.7,Sorghum
65,35,31,28.39,47.54,6.3,77.41,Black,Cereal,125,Low,7.5,Sorghum
60,33,26,29.52,43.63,7.98,74.29,Clayey,Cereal,116,Low,9.1,Sorghum
79,32,26,28.23,53.17,6.97,41.08,Clayey,Cereal,110,Low,8.5,Sorghum
69,44,24,29.52,56.93,8.04,55.15,Loamy,Cereal,117,Low,8.8,Sorghum
71,34,31,20.4,52.09,6.96,57.33,Black,Cereal,126,Low,8.1,Sorghum
66,44,26,26.35,47.12,7.32,62.49,Loamy,Cereal,107,Low,8.2,Sorghum
64,34,31,29.25,37.34,7.43,63.03,Loamy,Cereal,122,Low,8.8,Sorghum
79,37,35,29.57,47.41,8.04,70.67,Black,Cereal,118,Low,7.7,Sorghum
58,36,30,26.16,48.85,7.69,68.34,Clayey,Cereal,108,Low,8.4,Sorghum
62,33,28,26.57,40.47,6.84,53.27,Clayey,Cereal,98,Low,9.7,Sorghum
79,33,30,24.49,58.17,7.85,61.88,Loamy,Cereal,120,Low,8.6,Sorghum
57,32,30,26.64,46.69,6.85,59.03,Loamy,Cereal,115,Low,7.9,Sorghum
63,28,33,21.68,54.92,7.59,56.37,Loamy,Cereal,100,Low,8.3,Sorghum
69,29,27,32.59,51.99,6.44,40.83,Black,Cereal,113,Low,8.4,Sorghum
74,32,32,33.81,52.89,6.88,57.8,Black,Cereal,112,Low,9.2,Sorghum
64,35,30,26.49,39.77,7.06,59.27,Loamy,Cereal,117,Low,8.2,Sorghum
80,30,36,22.76,50.61,7.14,50.45,Clayey,Cereal,117,Low,9.3,Sorghum
50,37,20,25.1,57.77,6.61,45.91,Clayey,Cereal,113,Low,9.7,Sorghum
53,29,35,33.57,47.38,6.28,85.15,Black,Cereal,124,Low,8.9,Sorghum
62,34,29,28.99,56.71,7.34,47.07,Black,Cereal,122,Low,8.7,Sorghum
76,42,25,27.89,44.81,6.12,64.16,Clayey,Cereal,129,Low,7.4,Sorghum
69,38,30,27.66,40.2,7.02,50.92,Black,Cereal,102,Low,9.2,Sorghum
78,35,30,31.22,49.35,7.35,56.43,Clayey,Cereal,122,Low,8.7,Sorghum
71,28,31,25.5,44.17,6.49,47.21,Loamy,Cereal,127,Low,9.3,Sorghum
87,28,30,24.12,43.83,6.44,74.88,Black,Cereal,112,Low,9.1,Sorghum
75,46,24,31.78,54.88,6.41,72.09,Loamy,Cereal,116,Low,8.4,Sorghum
62,31,38,28.0,52.69,6.5,50.64,Black,Cereal,121,Low,7.7,Sorghum
66,35,30,27.46,50.37,7.25,68.82,Black,Cereal,109,Low,8.3,Sorghum
80,39,24,29.05,36.13,6.92,82.77,Loamy,Cereal,109,Low,8.0,Sorghum
76,27,27,29.79,44.19,6.78,68.93,Loamy,Cereal,117,Low,8.7,Sorghum
66,36,29,29.37,45.02,6.81,48.12,Black,Cereal,114,Low,8.0,Sorghum
59,36,30,30.35,45.41,7.1,66.61,Loamy,Cereal,117,Low,8.0,Sorghum
71,36,30,21.74,48.96,8.01,55.68,Clayey,Cereal,110,Low,8.7,Sorghum
72,40,24,30.19,51.54,6.83,64.06,Clayey,Cereal,120,Low,9.0,Sorghum
59,39,29,28.22,48.44,6.82,74.3,Loamy,Cereal,114,Low,7.8,Sorghum
66,35,34,29.81,42.9,8.14,63.18,Clayey,Cereal,122,Low,8.4,Sorghum
74,39,34,31.17,53.23,6.74,53.14,Clayey,Cereal,116,Low,9.1,Sorghum
67,40,35,25.25,42.98,6.83,63.69,Clayey,Cereal,111,Low,9.3,Sorghum
73,35,24,24.05,49.69,5.83,72.15,Black,Cereal,114,Low,10.4,Sorghum
90,34,29,30.99,58.22,6.08,38.56,Clayey,Cereal,111,Low,8.8,Sorghum
74,40,25,21.05,53.15,6.49,35.78,Clayey,Cereal,115,Low,9.0,Sorghum
68,32,29,26.89,39.91,6.54,66.26,Loamy,Cereal,116,Low,8.6,Sorghum
61,34,21,28.54,56.57,6.16,52.97,Clayey,Cereal,116,Low,9.3,Sorghum
65,31,22,28.31,60.25,7.04,59.73,Black,Cereal,116,Low,8.5,Sorghum
62,39,30,28.05,42.15,7.55,67.98,Black,Cereal,111,Low,9.1,Sorghum
65,31,26,22.69,50.83,5.98,45.26,Loamy,Cereal,103,Low,8.4,Sorghum
49,28,21,22.07,62.32,6.22,73.8,Red,Cereal,114,Low,7.6,Finger Millet
57,32,23,25.64,58.8,6.5,66.09,Red,Cereal,119,Low,7.6,Finger Millet
44,25,20,21.0,53.91,6.58,59.29,Sandy,Cereal,123,Low,7.5,Finger Millet
38,32,27,22.52,62.1,6.07,71.17,Sandy,Cereal,112,Low,6.4,Finger Millet
47,29,23,22.04,58.0,6.63,69.46,Red,Cereal,121,Low,7.1,Finger Millet
57,25,26,27.95,62.4,6.4,63.66,Loamy,Cereal,126,Low,6.6,Finger Millet
44,28,28,25.95,55.16,6.34,62.63,Loamy,Cereal,115,Low,8.1,Finger Millet
41,36,27,27.73,57.69,6.43,52.8,Sandy,Cereal,116,Low,7.8,Finger Millet
57,25,23,24.62,53.02,6.8,61.31,Red,Cereal,118,Low,7.2,Finger Millet
45,29,24,24.07,56.36,6.66,89.84,Sandy,Cereal,120,Low,8.1,Finger Millet
41,30,21,21.31,56.3,7.1,81.4,Loamy,Cereal,121,Low,6.6,Finger Millet
48,31,25,20.39,55.55,6.47,76.44,Red,Cereal,106,Low,7.4,Finger Millet
50,33,27,26.46,56.0,5.55,65.28,Sandy,Cereal,126,Low,8.3,Finger Millet
54,31,26,23.61,59.35,7.33,58.69,Sandy,Cereal,129,Low,7.3,Finger Millet
57,24,26,23.16,52.92,6.61,82.11,Loamy,Cereal,114,Low,6.6,Finger Millet
49,29,26,27.37,59.7,7.43,72.69,Sandy,Cereal,117,Low,6.5,Finger Millet
48,28,27,26.16,54.1,6.59,78.06,Loamy,Cereal,129,Low,8.0,Finger Millet
54,30,26,28.12,53.34,6.33,60.73,Loamy,Cereal,122,Low,8.2,Finger Millet
46,20,23,27.28,62.69,6.71,66.64,Red,Cereal,112,Low,7.8,Finger Millet
44,38,26,23.55,56.94,6.45,67.13,Red,Cereal,126,Low,7.6,Finger Millet
45,37,25,26.92,56.96,6.68,73.73,Sandy,Cereal,108,Low,8.7,Finger Millet
57,28,21,25.87,60.43,6.68,72.3,Loamy,Cereal,123,Low,8.4,Finger Millet
53,25,29,29.1,75.76,5.94,72.91,Loamy,Cereal,107,Low,7.8,Finger Millet
46,37,22,20.78,57.64,5.51,79.01,Red,Cereal,107,Low,7.5,Finger Millet
37,28,29,25.9,55.68,6.48,70.22,Red,Cereal,122,Low,6.7,Finger Millet
53,19,23,23.78,63.17,6.51,53.13,Loamy,Cereal,114,Low,7.6,Finger Millet
49,27,23,26.74,57.41,6.46,96.04,Red,Cereal,111,Low,6.4,Finger Millet
54,27,24,23.05,58.7,7.3,79.63,Sandy,Cereal,125,Low,6.7,Finger Millet
43,18,22,27.39,62.58,6.39,69.73,Loamy,Cereal,115,Low,7.6,Finger Millet
54,23,25,27.33,57.92,6.85,103.78,Red,Cereal,119,Low,7.7,Finger Millet
45,30,26,25.49,54.9,6.6,87.55,Sandy,Cereal,122,Low,8.1,Finger Millet
48,32,25,22.62,61.59,6.0,62.41,Loamy,Cereal,121,Low,7.7,Finger Millet
42,34,26,23.24,52.31,6.43,64.65,Sandy,Cereal,120,Low,7.3,Finger Millet
37,28,24,26.58,56.51,7.34,47.06,Sandy,Cereal,127,Low,7.4,Finger Millet
55,30,28,24.03,54.51,7.21,68.64,Loamy,Cereal,121,Low,8.2,Finger Millet
43,32,23,24.67,60.36,5.75,60.65,Sandy,Cereal,128,Low,8.0,Finger Millet
49,30,24,28.39,59.0,6.62,83.75,Red,Cereal,115,Low,8.4,Finger Millet
40,36,23,24.39,50.55,6.27,57.52,Red,Cereal,116,Low,7.4,Finger Millet
55,30,25,22.26,55.6,7.4,61.18,Red,Cereal,129,Low,7.4,Finger Millet
50,34,28,24.72,58.06,6.47,74.06,Sandy,Cereal,125,Low,7.5,Finger Millet
53,36,26,25.78,52.41,5.18,74.66,Red,Cereal,119,Low,7.2,Finger Millet
51,29,28,25.22,56.27,7.0,67.39,Sandy,Cereal,123,Low,7.2,Finger Millet
46,30,25,26.2,58.66,5.58,64.81,Red,Cereal,124,Low,7.3,Finger Millet
48,33,22,21.14,59.2,6.26,58.41,Loamy,Cereal,118,Low,7.8,Finger Millet
49,31,30,24.14,61.39,6.25,59.84,Sandy,Cereal,116,Low,7.2,Finger Millet
52,39,22,23.96,59.68,6.7,73.16,Sandy,Cereal,127,Low,6.0,Finger Millet
35,28,28,21.09,44.96,6.79,72.92,Red,Cereal,113,Low,6.9,Finger Millet
44,30,23,26.24,45.73,6.07,56.49,Loamy,Cereal,118,Low,7.2,Finger Millet
54,22,25,26.4,69.28,6.26,73.89,Red,Cereal,109,Low,6.1,Finger Millet
55,29,28,21.57,62.6,7.43,75.04,Red,Cereal,121,Low,7.5,Finger Millet
40,35,23,26.26,52.18,5.91,87.22,Loamy,Cereal,117,Low,8.4,Finger Millet
49,22,27,23.53,63.49,6.51,51.48,Loamy,Cereal,120,Low,8.8,Finger Millet
52,29,28,25.53,61.05,5.95,72.81,Red,Cereal,126,Low,7.0,Finger Millet
58,29,22,27.49,58.57,6.88,66.5,Loamy,Cereal,119,Low,7.8,Finger Millet
51,22,21,27.32,59.34,6.24,53.7,Red,Cereal,113,Low,6.3,Finger Millet
49,27,22,24.83,61.82,7.55,51.86,Sandy,Cereal,126,Low,8.1,Finger Millet
45,30,23,25.46,67.55,6.8,76.1,Red,Cereal,117,Low,6.6,Finger Millet
48,34,20,22.36,60.63,6.01,60.49,Sandy,Cereal,117,Low,6.7,Finger Millet
44,32,21,21.01,56.85,6.87,67.64,Red,Cereal,117,Low,7.5,Finger Millet
39,31,26,23.98,65.03,5.94,83.53,Loamy,Cereal,120,Low,7.3,Finger Millet
49,29,28,22.31,56.19,7.02,62.85,Sandy,Cereal,125,Low,8.5,Finger Millet
47,32,21,26.89,61.0,6.74,62.25,Loamy,Cereal,110,Low,7.8,Finger Millet
37,28,27,25.48,69.74,7.01,62.15,Sandy,Cereal,120,Low,7.5,Finger Millet
40,26,23,19.91,60.24,6.38,49.93,Sandy,Cereal,122,Low,7.9,Finger Millet
51,28,26,26.7,61.54,6.09,73.32,Red,Cereal,127,Low,7.1,Finger Millet
62,27,25,23.32,61.12,5.63,63.45,Red,Cereal,113,Low,7.6,Finger Millet
55,32,17,30.11,61.48,6.11,71.89,Red,Cereal,121,Low,7.1,Finger Millet
51,27,23,23.28,52.84,6.57,77.02,Red,Cereal,123,Low,8.0,Finger Millet
51,27,27,21.61,55.5,6.02,82.96,Loamy,Cereal,125,Low,7.8,Finger Millet
56,26,26,24.69,64.23,6.44,65.38,Red,Cereal,123,Low,8.0,Finger Millet
69,39,30,11.0,63.0,6.54,72.62,Loamy,Cereal,90,Medium,6.3,Oats
57,46,30,18.51,66.73,5.94,58.67,Alluvial,Cereal,101,Medium,6.0,Oats
75,37,27,11.54,63.13,6.08,64.47,Clayey,Cereal,103,Medium,7.2,Oats
72,38,37,13.29,63.12,6.52,76.8,Clayey,Cereal,90,Medium,6.0,Oats
67,40,36,18.99,59.53,6.1,81.5,Alluvial,Cereal,101,Medium,7.3,Oats
77,34,29,12.9,65.31,6.78,88.49,Alluvial,Cereal,104,Medium,7.2,Oats
70,34,38,16.84,62.54,6.45,73.23,Loamy,Cereal,106,Medium,7.3,Oats
79,44,37,15.08,65.78,5.74,80.54,Clayey,Cereal,94,Medium,6.7,Oats
68,42,34,12.81,64.1,6.07,78.81,Loamy,Cereal,100,Medium,6.7,Oats
67,37,33,17.71,70.39,5.98,80.77,Alluvial,Cereal,89,Medium,5.8,Oats
67,33,28,16.83,60.93,6.45,76.9,Loamy,Cereal,101,Medium,6.9,Oats
74,34,39,14.82,57.32,6.23,60.87,Clayey,Cereal,97,Medium,6.7,Oats
77,35,33,18.15,64.48,7.13,81.8,Loamy,Cereal,105,Medium,5.7,Oats
81,39,32,16.34,66.73,6.5,61.22,Clayey,Cereal,103,Medium,6.1,Oats
76,38,34,17.53,56.8,7.08,51.79,Loamy,Cereal,97,Medium,6.7,Oats
79,39,34,16.82,60.84,6.86,78.39,Loamy,Cereal,104,Medium,5.9,Oats
74,38,30,16.72,59.31,6.56,59.3,Clayey,Cereal,108,Medium,6.0,Oats
76,43,32,17.7,55.85,6.88,70.14,Clayey,Cereal,97,Medium,6.3,Oats
81,37,32,15.56,56.12,7.03,64.34,Clayey,Cereal,104,Medium,6.6,Oats
67,39,38,15.62,67.97,6.71,79.19,Loamy,Cereal,97,Medium,5.9,Oats
70,40,37,11.66,61.96,6.36,67.22,Loamy,Cereal,106,Medium,6.8,Oats
85,38,38,19.27,68.56,5.86,67.46,Loamy,Cereal,98,Medium,6.8,Oats
80,35,35,11.96,69.21,6.1,70.56,Alluvial,Cereal,98,Medium,7.2,Oats
52,39,34,15.09,70.63,5.95,77.72,Loamy,Cereal,101,Medium,7.3,Oats
69,36,39,16.85,54.28,6.08,73.86,Clayey,Cereal,104,Medium,6.1,Oats
51,42,30,11.97,47.84,6.63,71.29,Clayey,Cereal,98,Medium,7.3,Oats
80,48,29,15.93,53.92,6.21,67.51,Clayey,Cereal,103,Medium,6.5,Oats
79,43,43,15.37,57.29,6.4,61.98,Loamy,Cereal,107,Medium,6.3,Oats
70,37,37,15.68,58.79,6.97,61.44,Clayey,Cereal,100,Medium,6.9,Oats
61,42,30,17.65,57.19,6.58,81.06,Clayey,Cereal,104,Medium,6.7,Oats
73,37,40,14.6,56.81,6.57,62.04,Alluvial,Cereal,95,Medium,5.6,Oats
71,39,35,17.9,64.63,6.22,68.02,Alluvial,Cereal,102,Medium,7.3,Oats
76,37,31,13.11,65.33,6.53,75.77,Clayey,Cereal,99,Medium,7.3,Oats
71,44,34,14.78,64.96,6.46,73.57,Alluvial,Cereal,100,Medium,6.5,Oats
94,45,37,16.22,67.04,6.51,70.26,Alluvial,Cereal,98,Medium,6.5,Oats
49,41,33,19.19,62.1,5.82,69.5,Clayey,Cereal,94,Medium,6.8,Oats
77,44,31,16.07,55.17,6.58,75.19,Loamy,Cereal,102,Medium,6.5,Oats
78,48,33,16.28,56.57,5.95,70.98,Loamy,Cereal,105,Medium,6.3,Oats
73,37,32,16.59,54.51,6.81,63.35,Clayey,Cereal,103,Medium,5.7,Oats
80,43,36,14.01,63.25,5.83,67.47,Loamy,Cereal,105,Medium,7.0,Oats
75,35,37,16.04,50.4,6.61,69.76,Alluvial,Cereal,106,Medium,5.8,Oats
49,41,36,12.62,57.11,7.4,66.94,Clayey,Cereal,103,Medium,6.1,Oats
58,39,33,15.2,61.43,6.41,68.5,Loamy,Cereal,93,Medium,6.8,Oats
59,29,37,17.01,61.71,5.74,62.92,Loamy,Cereal,98,Medium,5.5,Oats
69,43,40,15.16,65.78,5.53,76.59,Alluvial,Cereal,95,Medium,6.7,Oats
73,46,31,17.26,60.6,6.24,68.16,Clayey,Cereal,95,Medium,6.5,Oats
74,41,35,17.6,66.62,5.88,78.69,Clayey,Cereal,94,Medium,6.9,Oats
79,30,35,15.06,58.21,6.84,63.46,Alluvial,Cereal,95,Medium,6.5,Oats
80,39,39,17.06,51.11,6.09,64.38,Clayey,Cereal,102,Medium,4.9,Oats
95,42,35,18.36,73.72,6.65,79.49,Clayey,Cereal,100,Medium,6.4,Oats
71,35,32,13.3,61.62,5.63,71.91,Alluvial,Cereal,99,Medium,6.6,Oats
70,55,40,13.51,63.16,6.06,59.86,Alluvial,Cereal,93,Medium,6.8,Oats
69,44,38,18.75,57.74,6.49,76.32,Loamy,Cereal,97,Medium,6.0,Oats
87,41,37,14.36,55.9,6.07,68.76,Clayey,Cereal,94,Medium,6.5,Oats
61,34,37,17.21,60.04,5.89,59.73,Alluvial,Cereal,98,Medium,6.9,Oats
82,37,30,16.54,57.88,6.09,83.25,Loamy,Cereal,104,Medium,6.6,Oats
64,41,39,15.25,68.76,6.82,86.64,Clayey,Cereal,101,Medium,6.9,Oats
86,42,32,15.1,63.19,5.78,68.57,Loamy,Cereal,105,Medium,5.2,Oats
87,45,33,17.09,62.02,6.79,79.83,Alluvial,Cereal,92,Medium,6.9,Oats
73,40,32,19.5,67.2,6.0,56.65,Clayey,Cereal,98,Medium,6.8,Oats
76,46,38,17.94,63.63,5.74,68.04,Loamy,Cereal,105,Medium,6.5,Oats
79,38,30,15.75,63.55,6.04,67.64,Alluvial,Cereal,95,Medium,7.2,Oats
72,47,41,15.84,56.96,5.47,55.28,Alluvial,Cereal,93,Medium,7.3,Oats
75,41,26,13.6,66.44,6.41,68.53,Alluvial,Cereal,102,Medium,7.5,Oats
73,40,35,20.78,51.5,6.57,68.85,Alluvial,Cereal,102,Medium,6.1,Oats
74,43,47,17.62,57.76,6.13,65.47,Alluvial,Cereal,91,Medium,6.3,Oats
80,33,39,16.98,58.33,6.24,85.98,Alluvial,Cereal,103,Medium,6.5,Oats
73,40,32,11.79,72.21,6.36,73.98,Alluvial,Cereal,99,Medium,6.1,Oats
73,32,44,13.53,56.84,6.12,82.88,Loamy,Cereal,100,Medium,5.8,Oats
85,43,37,17.43,73.97,7.17,63.13,Clayey,Cereal,108,Medium,6.7,Oats
40,57,79,17.54,19.07,7.84,59.26,Loamy,Pulse,109,Low,8.7,Chickpea
36,72,81,19.61,16.32,6.69,68.78,Black,Pulse,113,Low,8.0,Chickpea
37,65,78,20.88,16.16,6.63,87.44,Clayey,Pulse,108,Low,8.0,Chickpea
47,67,81,16.88,16.45,7.6,64.45,Loamy,Pulse,111,Low,8.1,Chickpea
38,74,81,21.66,14.52,7.37,80.84,Clayey,Pulse,104,Low,8.6,Chickpea
51,67,82,19.15,15.22,6.39,72.94,Loamy,Pulse,102,Low,9.0,Chickpea
37,65,83,16.98,15.08,7.33,90.29,Clayey,Pulse,112,Low,8.1,Chickpea
38,70,80,17.15,17.12,6.76,80.81,Black,Pulse,107,Low,9.5,Chickpea
37,59,79,19.93,21.18,7.01,64.18,Clayey,Pulse,114,Low,7.2,Chickpea
35,66,79,20.24,15.29,7.16,79.86,Loamy,Pulse,110,Low,8.1,Chickpea
40,73,81,19.82,13.04,7.33,84.8,Clayey,Pulse,114,Low,7.6,Chickpea
34,64,82,20.86,15.98,7.75,81.23,Loamy,Pulse,109,Low,7.9,Chickpea
42,69,89,17.47,18.3,7.04,71.31,Clayey,Pulse,109,Low,8.1,Chickpea
55,66,75,19.49,12.0,7.25,80.16,Loamy,Pulse,114,Low,8.6,Chickpea
34,67,76,16.97,17.77,6.66,75.85,Loamy,Pulse,104,Low,8.3,Chickpea
48,60,72,18.78,17.04,7.41,75.54,Loamy,Pulse,108,Low,8.2,Chickpea
44,56,78,19.38,14.71,8.17,73.65,Clayey,Pulse,109,Low,8.3,Chickpea
34,56,78,20.85,16.16,6.88,89.26,Loamy,Pulse,108,Low,7.7,Chickpea
38,72,89,20.49,19.9,7.05,69.74,Clayey,Pulse,110,Low,8.1,Chickpea
31,66,81,19.65,18.26,7.45,74.93,Black,Pulse,107,Low,7.3,Chickpea
48,68,79,17.33,24.34,6.76,75.71,Black,Pulse,112,Low,8.4,Chickpea
43,78,82,17.1,16.36,7.45,100.68,Loamy,Pulse,102,Low,8.7,Chickpea
39,73,79,17.48,18.88,7.63,89.72,Clayey,Pulse,109,Low,7.6,Chickpea
28,72,81,17.26,15.65,7.07,65.17,Loamy,Pulse,105,Low,7.3,Chickpea
35,63,73,22.64,20.13,6.91,82.72,Clayey,Pulse,112,Low,8.7,Chickpea
33,74,77,16.6,18.81,7.95,105.88,Clayey,Pulse,103,Low,8.4,Chickpea
35,72,74,16.73,15.06,7.34,73.59,Black,Pulse,113,Low,8.6,Chickpea
41,77,81,16.81,20.41,7.0,89.1,Clayey,Pulse,118,Low,8.3,Chickpea
29,62,85,18.7,17.2,7.68,86.96,Clayey,Pulse,111,Low,7.9,Chickpea
36,73,82,18.54,19.71,7.24,71.48,Loamy,Pulse,105,Low,7.4,Chickpea
36,75,76,19.34,15.36,7.17,64.9,Loamy,Pulse,108,Low,7.9,Chickpea
41,69,75,20.95,17.53,7.4,79.91,Clayey,Pulse,107,Low,8.1,Chickpea
40,57,77,18.54,17.64,7.9,72.28,Black,Pulse,107,Low,7.7,Chickpea
33,65,83,17.1,18.07,6.45,74.39,Loamy,Pulse,108,Low,9.0,Chickpea
36,54,72,19.06,18.53,7.49,81.68,Loamy,Pulse,116,Low,7.7,Chickpea
43,58,76,15.75,16.31,7.28,81.14,Black,Pulse,110,Low,7.4,Chickpea
36,59,85,18.45,15.78,8.09,67.58,Loamy,Pulse,103,Low,7.3,Chickpea
